Subject,Nonword,ARPA,TrialNum,TestOrControl,Naturalness,Type,Hwi_ConstraintWeight,Hwi_Score,Albright2009,Task,TaskOrder,SubjectResponse,LogResponse
9,potho,P AA TH OW,60,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,1,590.5916,6.381124746
10,potho,P AA TH OW,79,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,1,153.5705,5.034159745
11,potho,P AA TH OW,77,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,1,155.1139,5.044159686
12,potho,P AA TH OW,22,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,236.5594,5.466199339
13,potho,P AA TH OW,60,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,157.5772,5.059915497
14,potho,P AA TH OW,25,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,48.61719,3.883977172
15,potho,P AA TH OW,62,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,22.5,3.113515309
16,potho,P AA TH OW,42,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,257.1944,5.549832219
17,potho,P AA TH OW,34,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,255.4378,5.542978936
18,potho,P AA TH OW,13,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,207.7123,5.336153949
19,potho,P AA TH OW,73,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,1,80.09872,4.383259874
20,potho,P AA TH OW,56,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,128.4883,4.85583785
21,potho,P AA TH OW,39,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,241.5807,5.487203579
22,potho,P AA TH OW,34,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,173.2097,5.154502999
23,potho,P AA TH OW,52,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,121.1159,4.796747938
24,potho,P AA TH OW,37,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,199.2437,5.294528699
25,potho,P AA TH OW,1,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,105.4819,4.658539374
26,potho,P AA TH OW,34,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,1,263.7048,5.574830296
27,potho,P AA TH OW,20,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,120.3854,4.790698263
28,potho,P AA TH OW,24,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,138.0765,4.927807879
29,potho,P AA TH OW,8,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,77.2666,4.347261779
1,pyshon,P AY SH AH N,17,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,86.05779,4.455019047
2,pyshon,P AY SH AH N,13,test,unnatural,UnnatTest,3.576,4,0.00000608,line,1,38.46589,3.649771875
3,pyshon,P AY SH AH N,59,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,131.9632,4.882523096
4,pyshon,P AY SH AH N,38,test,unnatural,UnnatTest,3.576,4,0.00000608,line,1,93.1106,4.533788034
5,pyshon,P AY SH AH N,10,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,136.7358,4.918050597
6,pyshon,P AY SH AH N,8,test,unnatural,UnnatTest,3.576,4,0.00000608,line,1,76.83252,4.341627988
7,pyshon,P AY SH AH N,73,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,79.0077,4.369545316
8,pyshon,P AY SH AH N,71,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,74.87915,4.315875481
9,pyshon,P AY SH AH N,47,test,unnatural,UnnatTest,3.576,4,0.00000608,line,1,489.6969,6.193786628
10,pyshon,P AY SH AH N,62,test,unnatural,UnnatTest,3.576,4,0.00000608,line,1,128.1024,4.852829944
11,pyshon,P AY SH AH N,55,test,unnatural,UnnatTest,3.576,4,0.00000608,line,1,37.82124,3.63287085
12,pyshon,P AY SH AH N,27,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,122.5997,4.808924577
13,pyshon,P AY SH AH N,27,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,64.47433,4.16626716
14,pyshon,P AY SH AH N,23,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,105.1769,4.655643694
15,pyshon,P AY SH AH N,11,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,64.5,4.166665224
16,pyshon,P AY SH AH N,20,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,266.9731,5.587147904
17,pyshon,P AY SH AH N,23,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,104.9542,4.653524065
18,pyshon,P AY SH AH N,45,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,593.8417,6.386612786
19,pyshon,P AY SH AH N,54,test,unnatural,UnnatTest,3.576,4,0.00000608,line,1,156.2912,5.051720934
20,pyshon,P AY SH AH N,43,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,181.4484,5.200971316
21,pyshon,P AY SH AH N,31,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,254.6024,5.539703113
22,pyshon,P AY SH AH N,12,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,40.37488,3.698207809
23,pyshon,P AY SH AH N,72,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,239.6142,5.47903013
24,pyshon,P AY SH AH N,26,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,84.6485,4.438507388
25,pyshon,P AY SH AH N,31,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,34.50952,3.541235228
26,pyshon,P AY SH AH N,67,test,unnatural,UnnatTest,3.576,4,0.00000608,line,1,265.659,5.582213531
27,pyshon,P AY SH AH N,42,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,188.2967,5.23801891
28,pyshon,P AY SH AH N,77,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,119.1573,4.780444469
29,pyshon,P AY SH AH N,50,test,unnatural,UnnatTest,3.576,4,0.00000608,line,2,46.8889,3.847780974
1,taitho,T EY TH OW,71,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,152.9177,5.029899868
2,taitho,T EY TH OW,66,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,1,16.9292,2.829039942
3,taitho,T EY TH OW,14,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,121.167,4.797169759
4,taitho,T EY TH OW,32,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,1,11.72021,2.461314702
5,taitho,T EY TH OW,42,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,56.64771,4.036851563
6,taitho,T EY TH OW,63,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,1,42.323,3.745330674
7,taitho,T EY TH OW,42,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,41.68092,3.73004347
8,taitho,T EY TH OW,65,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,13.02246,2.566675559
9,taitho,T EY TH OW,78,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,1,565.9102,6.338435408
10,taitho,T EY TH OW,54,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,1,32.41146,3.478512064
11,taitho,T EY TH OW,79,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,1,60.23721,4.098290268
12,taitho,T EY TH OW,73,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,75.53308,4.324570706
13,taitho,T EY TH OW,2,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,34.51566,3.541413134
14,taitho,T EY TH OW,56,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,11.41892,2.435271629
15,taitho,T EY TH OW,52,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,20.26388,3.008839991
16,taitho,T EY TH OW,6,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,108.7395,4.688955114
17,taitho,T EY TH OW,42,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,93.37906,4.536667123
18,taitho,T EY TH OW,12,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,270.868,5.601631617
19,taitho,T EY TH OW,41,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,1,170.5942,5.139287637
20,taitho,T EY TH OW,19,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,157.1377,5.057122491
21,taitho,T EY TH OW,3,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,180.3611,5.194960952
22,taitho,T EY TH OW,49,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,65.12532,4.176313414
23,taitho,T EY TH OW,71,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,108.3235,4.68512212
24,taitho,T EY TH OW,36,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,110.6909,4.706741632
25,taitho,T EY TH OW,12,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,78.78589,4.36673392
26,taitho,T EY TH OW,43,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,1,304.7263,5.719413997
27,taitho,T EY TH OW,45,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,213.7627,5.364866521
28,taitho,T EY TH OW,68,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,216.2915,5.376627035
29,taitho,T EY TH OW,25,test,unnatural,UnnatTest,3.649,4,9.05E-08,line,2,128.7256,4.857683007
1,tuhaim,T UW HH EY M,31,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,133.237,4.892129497
2,tuhaim,T UW HH EY M,7,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,1,85.29712,4.446140691
3,tuhaim,T UW HH EY M,41,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,121.1964,4.79741237
4,tuhaim,T UW HH EY M,68,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,1,15.62695,2.748996988
5,tuhaim,T UW HH EY M,63,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,102.2263,4.627188983
6,tuhaim,T UW HH EY M,77,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,1,63.18913,4.146132293
7,tuhaim,T UW HH EY M,10,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,51.22904,3.936306559
8,tuhaim,T UW HH EY M,57,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,46.88538,3.8477059
9,tuhaim,T UW HH EY M,9,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,1,46.23432,3.833722379
10,tuhaim,T UW HH EY M,19,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,1,65.59462,4.18349368
11,tuhaim,T UW HH EY M,4,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,1,84.1473,4.432568835
12,tuhaim,T UW HH EY M,8,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,74.88198,4.315913274
13,tuhaim,T UW HH EY M,59,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,94.43305,4.547891118
14,tuhaim,T UW HH EY M,18,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,43.48627,3.772445256
15,tuhaim,T UW HH EY M,33,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,99,4.59511985
16,tuhaim,T UW HH EY M,53,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,35.83544,3.578937348
17,tuhaim,T UW HH EY M,62,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,191.3835,5.254279268
18,tuhaim,T UW HH EY M,68,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,384.1631,5.951067202
19,tuhaim,T UW HH EY M,5,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,1,34.50952,3.541235228
20,tuhaim,T UW HH EY M,12,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,76.39844,4.335962277
21,tuhaim,T UW HH EY M,70,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,236.3657,5.465380182
22,tuhaim,T UW HH EY M,43,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,38.42178,3.648624486
23,tuhaim,T UW HH EY M,53,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,80.08813,4.383127653
24,tuhaim,T UW HH EY M,53,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,37.76514,3.631386455
25,tuhaim,T UW HH EY M,25,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,44.27637,3.790451126
26,tuhaim,T UW HH EY M,27,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,1,378.9536,5.93741377
27,tuhaim,T UW HH EY M,67,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,363.4746,5.895709418
28,tuhaim,T UW HH EY M,25,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,379.6321,5.939202626
29,tuhaim,T UW HH EY M,2,test,unnatural,UnnatTest,3.783,4,1.08E-08,line,2,30.49716,3.417633565
1,utrum,UW T R AH M,80,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,69.37169,4.239478859
2,utrum,UW T R AH M,33,test,unnatural,UnnatTest,5.223,5,0.000000475,line,1,27.99829,3.332143437
3,utrum,UW T R AH M,33,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,71.0133,4.262867183
4,utrum,UW T R AH M,36,test,unnatural,UnnatTest,5.223,5,0.000000475,line,1,268.9138,5.594390882
5,utrum,UW T R AH M,33,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,214.8706,5.370035986
6,utrum,UW T R AH M,54,test,unnatural,UnnatTest,5.223,5,0.000000475,line,1,129.5751,4.864260636
7,utrum,UW T R AH M,21,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,45.15288,3.810054065
8,utrum,UW T R AH M,75,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,27.35492,3.308896403
9,utrum,UW T R AH M,68,test,unnatural,UnnatTest,5.223,5,0.000000475,line,1,69.68233,4.243946771
10,utrum,UW T R AH M,61,test,unnatural,UnnatTest,5.223,5,0.000000475,line,1,146.6253,4.987880353
11,utrum,UW T R AH M,23,test,unnatural,UnnatTest,5.223,5,0.000000475,line,1,223.1552,5.407867494
12,utrum,UW T R AH M,56,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,405.8383,6.005954804
13,utrum,UW T R AH M,62,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,115.2506,4.747108888
14,utrum,UW T R AH M,46,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,184.0446,5.21517812
15,utrum,UW T R AH M,6,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,53.25,3.974997805
16,utrum,UW T R AH M,35,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,322.9577,5.777521355
17,utrum,UW T R AH M,12,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,99.55247,4.600684842
18,utrum,UW T R AH M,46,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,520.905,6.255567683
19,utrum,UW T R AH M,8,test,unnatural,UnnatTest,5.223,5,0.000000475,line,1,233.103,5.451480416
20,utrum,UW T R AH M,2,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,217.9092,5.384078462
21,utrum,UW T R AH M,61,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,252.6366,5.531952093
22,utrum,UW T R AH M,42,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,222.6841,5.405754175
23,utrum,UW T R AH M,57,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,240.9164,5.484449985
24,utrum,UW T R AH M,69,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,70.97241,4.26229121
25,utrum,UW T R AH M,69,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,62.50781,4.135291509
26,utrum,UW T R AH M,47,test,unnatural,UnnatTest,5.223,5,0.000000475,line,1,11.06909,2.404156539
27,utrum,UW T R AH M,4,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,419.0403,6.037967097
28,utrum,UW T R AH M,14,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,67.09411,4.206096261
29,utrum,UW T R AH M,35,test,unnatural,UnnatTest,5.223,5,0.000000475,line,2,33.00166,3.496557863
1,youse,Y AW S,3,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,107.6558,4.678939101
2,youse,Y AW S,22,test,unnatural,UnnatTest,4.024,4,0.0000338,line,1,50.7876,3.92765223
3,youse,Y AW S,53,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,245.4022,5.502898497
4,youse,Y AW S,75,test,unnatural,UnnatTest,4.024,4,0.0000338,line,1,404.3474,6.002274409
5,youse,Y AW S,40,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,93.1197,4.533885762
6,youse,Y AW S,59,test,unnatural,UnnatTest,4.024,4,0.0000338,line,1,141.2952,4.950851319
7,youse,Y AW S,61,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,28.64942,3.355133199
8,youse,Y AW S,61,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,65.11555,4.176163384
9,youse,Y AW S,23,test,unnatural,UnnatTest,4.024,4,0.0000338,line,1,138.6892,4.932235458
10,youse,Y AW S,24,test,unnatural,UnnatTest,4.024,4,0.0000338,line,1,264.6936,5.578572931
11,youse,Y AW S,9,test,unnatural,UnnatTest,4.024,4,0.0000338,line,1,93.37587,4.536632961
12,youse,Y AW S,76,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,56.65144,4.036917406
13,youse,Y AW S,12,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,35.81177,3.57827661
14,youse,Y AW S,70,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,32.69188,3.487126729
15,youse,Y AW S,57,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,44.25,3.789855371
16,youse,Y AW S,60,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,264.3592,5.577308784
17,youse,Y AW S,13,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,172.8628,5.152498216
18,youse,Y AW S,77,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,54.04321,3.989783912
19,youse,Y AW S,23,test,unnatural,UnnatTest,4.024,4,0.0000338,line,1,90.52718,4.505650137
20,youse,Y AW S,52,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,127.6231,4.849081389
21,youse,Y AW S,40,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,246.4034,5.50697003
22,youse,Y AW S,70,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,133.4818,4.893965139
23,youse,Y AW S,2,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,88.55513,4.483625296
24,youse,Y AW S,32,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,149.7583,5.009022661
25,youse,Y AW S,18,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,17.58032,2.866780095
26,youse,Y AW S,71,test,unnatural,UnnatTest,4.024,4,0.0000338,line,1,291.0527,5.67350435
27,youse,Y AW S,19,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,157.429,5.058974563
28,youse,Y AW S,54,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,91.19442,4.512993711
29,youse,Y AW S,29,test,unnatural,UnnatTest,4.024,4,0.0000338,line,2,24.37053,3.193374615
1,yout,Y AW T,35,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,113.7593,4.734084813
2,yout,Y AW T,19,test,unnatural,UnnatTest,4.024,4,0.0000404,line,1,351.6064,5.862512368
3,yout,Y AW T,22,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,137.365,4.922641617
4,yout,Y AW T,2,test,unnatural,UnnatTest,4.024,4,0.0000404,line,1,216.1729,5.37607855
5,yout,Y AW T,35,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,102.2263,4.627188983
6,yout,Y AW T,44,test,unnatural,UnnatTest,4.024,4,0.0000404,line,1,55.36077,4.01387122
7,yout,Y AW T,6,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,167.5916,5.121530067
8,yout,Y AW T,37,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,46.88086,3.84760949
9,yout,Y AW T,45,test,unnatural,UnnatTest,4.024,4,0.0000404,line,1,57.95361,4.059642863
10,yout,Y AW T,73,test,unnatural,UnnatTest,4.024,4,0.0000404,line,1,236.9136,5.467695518
11,yout,Y AW T,65,test,unnatural,UnnatTest,4.024,4,0.0000404,line,1,180.5781,5.196163371
12,yout,Y AW T,34,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,76.96759,4.343384424
13,yout,Y AW T,73,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,33.9147,3.523848549
14,yout,Y AW T,30,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,85.15092,4.444425212
15,yout,Y AW T,7,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,29.25,3.375879574
16,yout,Y AW T,45,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,154.4535,5.03989308
17,yout,Y AW T,44,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,135.0477,4.905628049
18,yout,Y AW T,38,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,211.64,5.354886718
19,yout,Y AW T,71,test,unnatural,UnnatTest,4.024,4,0.0000404,line,1,50.47778,3.921533239
20,yout,Y AW T,13,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,118.9385,4.778606553
21,yout,Y AW T,43,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,186.8723,5.230425496
22,yout,Y AW T,28,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,63.15894,4.145654406
23,yout,Y AW T,21,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,106.7862,4.670828705
24,yout,Y AW T,35,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,88.55273,4.483598194
25,yout,Y AW T,53,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,27.34717,3.30861305
26,yout,Y AW T,26,test,unnatural,UnnatTest,4.024,4,0.0000404,line,1,358.7688,5.88267817
27,yout,Y AW T,41,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,140.4496,4.944848706
28,yout,Y AW T,4,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,205.1203,5.323596636
29,yout,Y AW T,52,test,unnatural,UnnatTest,4.024,4,0.0000404,line,2,102.5757,4.630601063
1,zhep,ZH EH P,26,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,72.26652,4.280360951
2,zhep,ZH EH P,56,test,unnatural,UnnatTest,3.71,4,0.00000211,line,1,26.72779,3.285703848
3,zhep,ZH EH P,38,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,34.17339,3.531447271
4,zhep,ZH EH P,30,test,unnatural,UnnatTest,3.71,4,0.00000211,line,1,11.72021,2.461314702
5,zhep,ZH EH P,44,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,22.78931,3.126291566
6,zhep,ZH EH P,42,test,unnatural,UnnatTest,3.71,4,0.00000211,line,1,52.74097,3.965392573
7,zhep,ZH EH P,70,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,46.8889,3.847780974
8,zhep,ZH EH P,24,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,56.00036,4.025358119
9,zhep,ZH EH P,74,test,unnatural,UnnatTest,3.71,4,0.00000211,line,1,80.09078,4.383160741
10,zhep,ZH EH P,23,test,unnatural,UnnatTest,3.71,4,0.00000211,line,1,23.93519,3.175349761
11,zhep,ZH EH P,60,test,unnatural,UnnatTest,3.71,4,0.00000211,line,1,28.55295,3.351760258
12,zhep,ZH EH P,25,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,124.0026,4.820302533
13,zhep,ZH EH P,11,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,19.63112,2.977116062
14,zhep,ZH EH P,38,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,28.76756,3.359248363
15,zhep,ZH EH P,24,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,35.25,3.562465529
16,zhep,ZH EH P,69,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,7.813477,2.055850063
17,zhep,ZH EH P,58,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,87.97396,4.477040862
18,zhep,ZH EH P,33,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,56.00036,4.025358119
19,zhep,ZH EH P,25,test,unnatural,UnnatTest,3.71,4,0.00000211,line,1,37.78758,3.631980477
20,zhep,ZH EH P,28,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,92.02539,4.522064517
21,zhep,ZH EH P,2,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,149.1072,5.00466551
22,zhep,ZH EH P,25,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,53.40797,3.977959986
23,zhep,ZH EH P,33,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,52.15491,3.954218329
24,zhep,ZH EH P,59,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,54.70984,4.002043584
25,zhep,ZH EH P,23,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,51.43872,3.940391196
26,zhep,ZH EH P,4,test,unnatural,UnnatTest,3.71,4,0.00000211,line,1,138.0381,4.927529734
27,zhep,ZH EH P,36,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,43.99375,3.784047578
28,zhep,ZH EH P,52,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,106.7862,4.670828705
29,zhep,ZH EH P,28,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,99.27866,4.597930644
1,zhod,ZH AA D,44,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,75.64494,4.326050551
2,zhod,ZH AA D,1,test,unnatural,UnnatTest,3.71,4,0.00000211,line,1,78.78589,4.36673392
3,zhod,ZH AA D,19,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,24.69444,3.206578117
4,zhod,ZH AA D,42,test,unnatural,UnnatTest,3.71,4,0.00000211,line,1,9.766846,2.278993589
5,zhod,ZH AA D,57,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,91.15955,4.512611268
6,zhod,ZH AA D,38,test,unnatural,UnnatTest,3.71,4,0.00000211,line,1,64.46118,4.166063182
7,zhod,ZH AA D,43,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,66.85427,4.202515176
8,zhod,ZH AA D,62,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,37.76514,3.631386455
9,zhod,ZH AA D,20,test,unnatural,UnnatTest,3.71,4,0.00000211,line,1,76.19252,4.333263295
10,zhod,ZH AA D,37,test,unnatural,UnnatTest,3.71,4,0.00000211,line,1,19.30796,2.960517446
11,zhod,ZH AA D,45,test,unnatural,UnnatTest,3.71,4,0.00000211,line,1,67.91411,4.218243819
12,zhod,ZH AA D,63,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,28.11163,3.33618337
13,zhod,ZH AA D,38,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,19.70656,2.980951575
14,zhod,ZH AA D,28,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,4.34082,1.46806327
15,zhod,ZH AA D,58,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,26.25,3.267665989
16,zhod,ZH AA D,22,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,16.97921,2.831989654
17,zhod,ZH AA D,6,test,unnatural,UnnatTest,3.71,4,0.00000211,line,2,69.45741,4.240713759
