Subject,Nonword,ARPA,TrialNum,TestOrControl,Naturalness,Type,Hwi_ConstraintWeight,Hwi_Score,Albright2009,Task,TaskOrder,SubjectResponse,LogResponse
26,otrum,OW T R AH M,58,control,unnatural,UnnatCon,5.223,0,0.00000072,line,1,69.01904,4.234382409
27,otrum,OW T R AH M,2,control,unnatural,UnnatCon,5.223,0,0.00000072,line,2,338.7778,5.825344435
28,otrum,OW T R AH M,73,control,unnatural,UnnatCon,5.223,0,0.00000072,line,2,142.6331,4.960275599
29,otrum,OW T R AH M,22,control,unnatural,UnnatCon,5.223,0,0.00000072,line,2,181.797,5.20289068
1,oussie,AW S IY,56,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,138.1582,4.928399405
2,oussie,AW S IY,38,control,unnatural,UnnatCon,3.514,0,0.00000236,line,1,106.1331,4.664693967
3,oussie,AW S IY,39,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,121.9288,4.803437268
4,oussie,AW S IY,79,control,unnatural,UnnatCon,3.514,0,0.00000236,line,1,78.78589,4.36673392
5,oussie,AW S IY,41,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,106.1331,4.664693967
6,oussie,AW S IY,20,control,unnatural,UnnatCon,3.514,0,0.00000236,line,1,131.5333,4.879260051
7,oussie,AW S IY,32,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,88.55699,4.4836463
8,oussie,AW S IY,18,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,70.32129,4.253074598
9,oussie,AW S IY,16,control,unnatural,UnnatCon,3.514,0,0.00000236,line,1,72.92869,4.289482114
10,oussie,AW S IY,5,control,unnatural,UnnatCon,3.514,0,0.00000236,line,1,106.4948,4.668096158
11,oussie,AW S IY,76,control,unnatural,UnnatCon,3.514,0,0.00000236,line,1,209.2008,5.343294556
12,oussie,AW S IY,26,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,55.34546,4.013594632
13,oussie,AW S IY,31,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,65.77632,4.186259895
14,oussie,AW S IY,19,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,15.72312,2.755132241
15,oussie,AW S IY,18,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,47.25,3.855452654
16,oussie,AW S IY,37,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,490.9537,6.196349826
17,oussie,AW S IY,17,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,114.9939,4.744879083
18,oussie,AW S IY,61,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,72.27466,4.280473584
19,oussie,AW S IY,51,control,unnatural,UnnatCon,3.514,0,0.00000236,line,1,388.7341,5.962895562
20,oussie,AW S IY,70,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,213.5684,5.363957156
21,oussie,AW S IY,46,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,84.00497,4.430875964
22,oussie,AW S IY,18,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,126.984,4.844061094
23,oussie,AW S IY,29,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,120.4648,4.791357594
24,oussie,AW S IY,39,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,277.3792,5.625385523
25,oussie,AW S IY,21,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,65.76665,4.186112871
26,oussie,AW S IY,36,control,unnatural,UnnatCon,3.514,0,0.00000236,line,1,206.406,5.329845103
27,oussie,AW S IY,26,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,229.2278,5.434716269
28,oussie,AW S IY,38,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,132.8291,4.88906334
29,oussie,AW S IY,31,control,unnatural,UnnatCon,3.514,0,0.00000236,line,2,67.52732,4.212532257
1,pothy,P AA TH IY,67,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,218.3981,5.386319544
2,pothy,P AA TH IY,61,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,1,12.37134,2.515382507
3,pothy,P AA TH IY,15,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,175.1779,5.165802029
4,pothy,P AA TH IY,12,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,1,393.9294,5.976171705
5,pothy,P AA TH IY,34,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,141.3072,4.950936244
6,pothy,P AA TH IY,43,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,1,104.1797,4.646117293
7,pothy,P AA TH IY,60,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,81.60742,4.401920189
8,pothy,P AA TH IY,11,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,111.9932,4.718438155
9,pothy,P AA TH IY,6,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,1,411.5144,6.019844013
10,pothy,P AA TH IY,11,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,1,341.8637,5.83441212
11,pothy,P AA TH IY,58,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,1,96.57374,4.570306862
12,pothy,P AA TH IY,31,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,139.0799,4.935048588
13,pothy,P AA TH IY,80,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,NA,NA
14,pothy,P AA TH IY,39,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,75.84893,4.328743599
15,pothy,P AA TH IY,13,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,42,3.737669618
16,pothy,P AA TH IY,76,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,500.0731,6.214754288
17,pothy,P AA TH IY,2,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,204.5009,5.320572376
18,pothy,P AA TH IY,53,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,453.1821,6.116294031
19,pothy,P AA TH IY,21,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,1,165.3865,5.108285159
20,pothy,P AA TH IY,29,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,258.7144,5.555724751
21,pothy,P AA TH IY,80,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,496.8107,6.208209068
22,pothy,P AA TH IY,32,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,205.1038,5.323516192
23,pothy,P AA TH IY,28,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,157.5933,5.060017664
24,pothy,P AA TH IY,42,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,458.3948,6.127730822
25,pothy,P AA TH IY,46,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,93.76398,4.540780774
26,pothy,P AA TH IY,32,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,1,335.9795,5.817050146
27,pothy,P AA TH IY,10,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,135.8983,4.911906812
28,pothy,P AA TH IY,70,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,160.3086,5.077100708
29,pothy,P AA TH IY,17,control,unnatural,UnnatCon,3.649,0,5.09E-08,line,2,180.6115,5.196348316
1,pyson,P AY S AH N,9,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,259.5825,5.559074571
2,pyson,P AY S AH N,60,control,unnatural,UnnatCon,3.576,0,0.00000359,line,1,178.4077,5.184071381
3,pyson,P AY S AH N,67,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,161.293,5.083222587
4,pyson,P AY S AH N,21,control,unnatural,UnnatCon,3.576,0,0.00000359,line,1,265.6582,5.58221052
5,pyson,P AY S AH N,19,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,137.3885,4.922812679
6,pyson,P AY S AH N,71,control,unnatural,UnnatCon,3.576,0,0.00000359,line,1,272.8703,5.608996591
7,pyson,P AY S AH N,77,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,66.84863,4.20243081
8,pyson,P AY S AH N,49,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,210.9679,5.351705989
9,pyson,P AY S AH N,3,control,unnatural,UnnatCon,3.576,0,0.00000359,line,1,389.3737,5.964539551
10,pyson,P AY S AH N,27,control,unnatural,UnnatCon,3.576,0,0.00000359,line,1,484.6291,6.183383856
11,pyson,P AY S AH N,78,control,unnatural,UnnatCon,3.576,0,0.00000359,line,1,161.293,5.083222587
12,pyson,P AY S AH N,69,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,356.1738,5.875418814
13,pyson,P AY S AH N,75,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,188.8302,5.240848199
14,pyson,P AY S AH N,35,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,14.13269,2.648490554
15,pyson,P AY S AH N,27,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,58.5,4.069026754
16,pyson,P AY S AH N,48,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,426.5258,6.055672857
17,pyson,P AY S AH N,67,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,208.3651,5.339291829
18,pyson,P AY S AH N,79,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,669.37,6.506336972
19,pyson,P AY S AH N,46,control,unnatural,UnnatCon,3.576,0,0.00000359,line,1,414.1163,6.026146852
20,pyson,P AY S AH N,14,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,206.623,5.330895877
21,pyson,P AY S AH N,18,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,442.7637,6.093036219
22,pyson,P AY S AH N,17,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,322.3059,5.775501095
23,pyson,P AY S AH N,54,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,124.448,4.823887958
24,pyson,P AY S AH N,74,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,199.2479,5.294549778
25,pyson,P AY S AH N,67,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,123.7151,4.817981341
26,pyson,P AY S AH N,56,control,unnatural,UnnatCon,3.576,0,0.00000359,line,1,355.5138,5.873564067
27,pyson,P AY S AH N,63,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,510.0969,6.234600708
28,pyson,P AY S AH N,34,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,266.3221,5.584706478
29,pyson,P AY S AH N,3,control,unnatural,UnnatCon,3.576,0,0.00000359,line,2,100.7108,4.612253043
1,taithy,T EY TH IY,38,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,59.95992,4.093676339
2,taithy,T EY TH IY,69,control,unnatural,UnnatCon,3.649,0,0.000000113,line,1,70.97241,4.26229121
3,taithy,T EY TH IY,71,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,287.8539,5.66245306
4,taithy,T EY TH IY,60,control,unnatural,UnnatCon,3.649,0,0.000000113,line,1,451.2283,6.11197342
5,taithy,T EY TH IY,73,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,90.5061,4.505417252
6,taithy,T EY TH IY,24,control,unnatural,UnnatCon,3.649,0,0.000000113,line,1,156.2695,5.051582081
7,taithy,T EY TH IY,75,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,103.3261,4.637890006
8,taithy,T EY TH IY,6,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,116.551,4.758328945
9,taithy,T EY TH IY,15,control,unnatural,UnnatCon,3.649,0,0.000000113,line,1,368.5822,5.909663753
10,taithy,T EY TH IY,48,control,unnatural,UnnatCon,3.649,0,0.000000113,line,1,212.2235,5.357639965
11,taithy,T EY TH IY,70,control,unnatural,UnnatCon,3.649,0,0.000000113,line,1,101.7534,4.622552239
12,taithy,T EY TH IY,45,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,61.33012,4.116271076
13,taithy,T EY TH IY,67,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,253.2869,5.534522838
14,taithy,T EY TH IY,12,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,100.8902,4.614032797
15,taithy,T EY TH IY,50,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,24,3.17805383
16,taithy,T EY TH IY,67,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,270.2169,5.59922497
17,taithy,T EY TH IY,18,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,201.4155,5.305369939
18,taithy,T EY TH IY,65,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,499.4118,6.213431006
19,taithy,T EY TH IY,17,control,unnatural,UnnatCon,3.649,0,0.000000113,line,1,69.02212,4.234427033
20,taithy,T EY TH IY,64,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,114.5977,4.741427734
21,taithy,T EY TH IY,62,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,392.0026,5.971268472
22,taithy,T EY TH IY,53,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,168.6459,5.127801251
23,taithy,T EY TH IY,25,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,106.8159,4.671106792
24,taithy,T EY TH IY,73,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,116.551,4.758328945
25,taithy,T EY TH IY,27,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,28.64941,3.35513285
26,taithy,T EY TH IY,29,control,unnatural,UnnatCon,3.649,0,0.000000113,line,1,177.1055,5.1767456
27,taithy,T EY TH IY,24,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,486.946,6.188153234
28,taithy,T EY TH IY,28,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,72.92869,4.289482114
29,taithy,T EY TH IY,20,control,unnatural,UnnatCon,3.649,0,0.000000113,line,2,137.1727,4.921240716
1,towhaim,T OW HH EY M,37,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,127.6083,4.848965416
2,towhaim,T OW HH EY M,36,control,unnatural,UnnatCon,3.783,0,0.0000419,line,1,8.4646,2.135892761
3,towhaim,T OW HH EY M,50,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,147.4131,4.99323885
4,towhaim,T OW HH EY M,28,control,unnatural,UnnatCon,3.783,0,0.0000419,line,1,9.115723,2.210000725
5,towhaim,T OW HH EY M,56,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,76.83528,4.34166391
6,towhaim,T OW HH EY M,67,control,unnatural,UnnatCon,3.783,0,0.0000419,line,1,22.78931,3.126291566
7,towhaim,T OW HH EY M,50,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,39.94498,3.687503007
8,towhaim,T OW HH EY M,5,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,33.86466,3.522371993
9,towhaim,T OW HH EY M,31,control,unnatural,UnnatCon,3.783,0,0.0000419,line,1,485.1024,6.184360003
10,towhaim,T OW HH EY M,14,control,unnatural,UnnatCon,3.783,0,0.0000419,line,1,50.16059,3.915229659
11,towhaim,T OW HH EY M,13,control,unnatural,UnnatCon,3.783,0,0.0000419,line,1,83.35804,4.423145065
12,towhaim,T OW HH EY M,46,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,40.62611,3.704410963
13,towhaim,T OW HH EY M,7,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,45.58326,3.819540544
14,towhaim,T OW HH EY M,53,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,45.55173,3.818848603
15,towhaim,T OW HH EY M,72,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,101.25,4.617592706
16,towhaim,T OW HH EY M,46,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,33.95842,3.525136835
17,towhaim,T OW HH EY M,41,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,60.98394,4.110610551
18,towhaim,T OW HH EY M,36,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,165.3968,5.108347435
19,towhaim,T OW HH EY M,63,control,unnatural,UnnatCon,3.783,0,0.0000419,line,1,36.4687,3.596454358
20,towhaim,T OW HH EY M,71,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,193.6084,5.265837562
21,towhaim,T OW HH EY M,59,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,203.1598,5.313992861
22,towhaim,T OW HH EY M,7,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,37.13685,3.614609738
23,towhaim,T OW HH EY M,35,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,61.8704,4.125041875
24,towhaim,T OW HH EY M,64,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,77.48364,4.350066817
25,towhaim,T OW HH EY M,60,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,20.22678,3.007007469
26,towhaim,T OW HH EY M,74,control,unnatural,UnnatCon,3.783,0,0.0000419,line,1,351.6064,5.862512368
27,towhaim,T OW HH EY M,62,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,448.3645,6.105606518
28,towhaim,T OW HH EY M,7,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,318.4018,5.763314107
29,towhaim,T OW HH EY M,9,control,unnatural,UnnatCon,3.783,0,0.0000419,line,2,128.5,4.855928904
1,yoss,Y AA S,63,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,131.5777,4.879597552
2,yoss,Y AA S,44,control,unnatural,UnnatCon,4.024,0,0.0000649,line,1,45.57861,3.819438528
3,yoss,Y AA S,76,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,284.7578,5.651638994
4,yoss,Y AA S,52,control,unnatural,UnnatCon,4.024,0,0.0000649,line,1,90.5061,4.505417252
5,yoss,Y AA S,24,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,46.88086,3.84760949
6,yoss,Y AA S,51,control,unnatural,UnnatCon,4.024,0,0.0000649,line,1,97.01952,4.574912195
7,yoss,Y AA S,27,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,184.921,5.219928707
8,yoss,Y AA S,66,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,44.92749,3.805049857
9,yoss,Y AA S,56,control,unnatural,UnnatCon,4.024,0,0.0000649,line,1,610.1193,6.413654512
10,yoss,Y AA S,32,control,unnatural,UnnatCon,4.024,0,0.0000649,line,1,164.3724,5.102134585
11,yoss,Y AA S,2,control,unnatural,UnnatCon,4.024,0,0.0000649,line,1,134.276,4.899897383
12,yoss,Y AA S,7,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,42.34303,3.745803827
13,yoss,Y AA S,42,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,137.387,4.922801761
14,yoss,Y AA S,68,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,36.50421,3.597427596
15,yoss,Y AA S,80,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,39,3.663561646
16,yoss,Y AA S,63,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,515.7042,6.245533345
17,yoss,Y AA S,37,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,183.6665,5.213121613
18,yoss,Y AA S,44,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,116.551,4.758328945
19,yoss,Y AA S,1,control,unnatural,UnnatCon,4.024,0,0.0000649,line,1,83.99487,4.430755726
20,yoss,Y AA S,74,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,151.9287,5.023411332
21,yoss,Y AA S,19,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,176.4651,5.173123123
22,yoss,Y AA S,2,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,85.95071,4.453773992
23,yoss,Y AA S,32,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,186.8768,5.230449576
24,yoss,Y AA S,63,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,321.6548,5.773478921
25,yoss,Y AA S,66,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,111.4106,4.713222476
26,yoss,Y AA S,52,control,unnatural,UnnatCon,4.024,0,0.0000649,line,1,205.1038,5.323516192
27,yoss,Y AA S,48,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,112.671,4.724472068
28,yoss,Y AA S,47,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,31.93159,3.463595802
29,yoss,Y AA S,42,control,unnatural,UnnatCon,4.024,0,0.0000649,line,2,290.3876,5.671216582
1,yut,Y AH T,75,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,83.38444,4.423461721
2,yut,Y AH T,21,control,unnatural,UnnatCon,4.024,0,0.0000915,line,1,35.81177,3.57827661
3,yut,Y AH T,2,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,191.4379,5.254563474
4,yut,Y AH T,44,control,unnatural,UnnatCon,4.024,0,0.0000915,line,1,380.907,5.942555251
5,yut,Y AH T,65,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,119.1573,4.780444469
6,yut,Y AH T,23,control,unnatural,UnnatCon,4.024,0,0.0000915,line,1,141.9463,4.955448817
7,yut,Y AH T,23,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,199.6947,5.2967897
8,yut,Y AH T,55,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,57.29883,4.048280205
9,yut,Y AH T,30,control,unnatural,UnnatCon,4.024,0,0.0000915,line,1,304.0995,5.71735495
10,yut,Y AH T,47,control,unnatural,UnnatCon,4.024,0,0.0000915,line,1,181.3515,5.200437137
11,yut,Y AH T,29,control,unnatural,UnnatCon,4.024,0,0.0000915,line,1,105.7259,4.660849896
12,yut,Y AH T,32,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,67.7168,4.215334303
13,yut,Y AH T,25,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,233.7677,5.454327887
14,yut,Y AH T,60,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,15.62695,2.748996988
15,yut,Y AH T,25,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,74.25,4.307437778
16,yut,Y AH T,28,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,370.4982,5.914848586
17,yut,Y AH T,49,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,151.2712,5.019074252
18,yut,Y AH T,41,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,126.333,4.838921278
19,yut,Y AH T,66,control,unnatural,UnnatCon,4.024,0,0.0000915,line,1,233.7858,5.454405312
20,yut,Y AH T,35,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,151.9386,5.023476492
21,yut,Y AH T,32,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,140.6441,4.946232586
22,yut,Y AH T,10,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,145.8646,4.982678794
23,yut,Y AH T,46,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,118.5115,4.775010002
24,yut,Y AH T,80,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,301.4707,5.708672831
25,yut,Y AH T,77,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,10.4383,2.345481734
26,yut,Y AH T,69,control,unnatural,UnnatCon,4.024,0,0.0000915,line,1,113.9465,4.73572904
27,yut,Y AH T,78,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,36.27817,3.591216183
28,yut,Y AH T,48,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,20.18481,3.004930341
29,yut,Y AH T,63,control,unnatural,UnnatCon,4.024,0,0.0000915,line,2,318.9189,5.764936838
1,zhar,ZH AA R,28,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,69.24664,4.237674624
2,zhar,ZH AA R,75,control,unnatural,UnnatCon,3.71,0,0.00000101,line,1,27.34717,3.30861305
3,zhar,ZH AA R,10,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,69.52168,4.241638646
4,zhar,ZH AA R,6,control,unnatural,UnnatCon,3.71,0,0.00000101,line,1,24.09155,3.181861157
5,zhar,ZH AA R,31,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,29.95166,3.399584749
6,zhar,ZH AA R,22,control,unnatural,UnnatCon,3.71,0,0.00000101,line,1,126.3179,4.838801745
7,zhar,ZH AA R,26,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,94.66572,4.550351949
8,zhar,ZH AA R,77,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,32.56266,3.483166233
9,zhar,ZH AA R,80,control,unnatural,UnnatCon,3.71,0,0.00000101,line,1,30.66506,3.423123896
10,zhar,ZH AA R,40,control,unnatural,UnnatCon,3.71,0,0.00000101,line,1,18.52083,2.918896045
11,zhar,ZH AA R,47,control,unnatural,UnnatCon,3.71,0,0.00000101,line,1,34.73513,3.547751567
12,zhar,ZH AA R,54,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,52.10612,3.953282408
13,zhar,ZH AA R,58,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,43.70292,3.777414919
14,zhar,ZH AA R,74,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,19.98664,2.99506405
15,zhar,ZH AA R,20,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,30.75915,3.426187511
16,zhar,ZH AA R,75,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,7.840559,2.059310133
17,zhar,ZH AA R,31,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,52.47569,3.960350015
18,zhar,ZH AA R,71,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,212.2751,5.357883075
19,zhar,ZH AA R,44,control,unnatural,UnnatCon,3.71,0,0.00000101,line,1,34.51566,3.541413134
20,zhar,ZH AA R,8,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,85.95263,4.453796331
21,zhar,ZH AA R,48,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,138.0396,4.927540601
22,zhar,ZH AA R,61,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,48.83423,3.888431501
23,zhar,ZH AA R,19,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,50.13647,3.914748687
24,zhar,ZH AA R,22,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,33.8584,3.522187122
25,zhar,ZH AA R,51,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,37.11401,3.613994526
26,zhar,ZH AA R,80,control,unnatural,UnnatCon,3.71,0,0.00000101,line,1,74.87915,4.315875481
27,zhar,ZH AA R,39,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,26.2832,3.268929952
28,zhar,ZH AA R,75,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,119.8933,4.786602181
29,zhar,ZH AA R,51,control,unnatural,UnnatCon,3.71,0,0.00000101,line,2,49.55384,3.903059755
1,zhem,ZH EH M,50,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,45.15288,3.810054065
2,zhem,ZH EH M,17,control,unnatural,UnnatCon,3.71,0,0.00000332,line,1,25.3938,3.23450505
3,zhem,ZH EH M,37,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,40.90745,3.711312198
4,zhem,ZH EH M,39,control,unnatural,UnnatCon,3.71,0,0.00000332,line,1,16.9292,2.829039942
5,zhem,ZH EH M,7,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,32.55615,3.482966291
6,zhem,ZH EH M,10,control,unnatural,UnnatCon,3.71,0,0.00000332,line,1,42.97412,3.760598074
7,zhem,ZH EH M,45,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,66.00331,4.189704892
8,zhem,ZH EH M,70,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,39.71851,3.681817326
9,zhem,ZH EH M,58,control,unnatural,UnnatCon,3.71,0,0.00000332,line,1,57.29883,4.048280205
10,zhem,ZH EH M,8,control,unnatural,UnnatCon,3.71,0,0.00000332,line,1,17.74913,2.876336501
11,zhem,ZH EH M,69,control,unnatural,UnnatCon,3.71,0,0.00000332,line,1,72.55634,4.284363364
