ID,response,word,word_len,uni_prob,uni_prob_smoothed,uni_prob_freq_weighted,uni_prob_freq_weighted_smoothed,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed
9871892,4,b o j ɯ ʒ,5,-20.84349534209708,-20.8385058878718,,,-50.0,,-21.13094063982574,,1.2260955689867723,,1.2259830322796048,,1.015232344142505,,1.0146378960431903,
9871892,18,l i n u v,5,-18.466975061018218,-18.46591433207282,,,-24.951618240796765,,-24.684255423615568,,1.220141875184766,,1.220036316043871,,1.0121904544298916,,1.011755851703082,
9871892,10,b e j o ʒ,5,-19.97163859556905,-19.966791337576304,,,-16.470032923117923,,-16.58974983451702,,1.3023238820005048,,1.3020822690254312,,1.0234430212856789,,1.0224209443737986,
9871892,18,ɟ e j ø z,5,-22.82835379958052,-22.808082459285004,,,-50.0,,-24.81298284362385,,1.235195590882307,,1.2350658781575348,,1.009898018351088,,1.0095907634262449,
9871892,20,b i f e ʒ,5,-19.56510509226675,-19.56017596487872,,,-17.233656594746645,,-17.35991958085872,,1.2770233897314918,,1.276818171152988,,1.0171636142826754,,1.0164683141415962,
9871892,55,ɟ y d o n,5,-21.99388355485576,-21.97456708686148,,,-22.03212407724396,,-21.63078709189149,,1.1962433826356678,,1.196159913782388,,1.0079719201002924,,1.0077160801194214,
9871892,42,t͡ʃ ø z y z,5,-21.128620852346465,-21.12667855640582,,,-17.361344872511363,,-17.40089460771028,,1.1286143668362545,,1.1286672682108094,,1.004828700340673,,1.004783270632296,
9871892,0,b o ʒ ɯ ʒ,5,-23.550529799079456,-23.540815738921182,,,-50.0,,-24.723680424475265,,1.1847241528742682,,1.1846836525864934,,1.0074750485138266,,1.007300128463721,
9871892,26,n y h e j,5,-16.95498764826872,-16.954894688356443,,,-21.846337471826367,,-21.825147364977283,,1.2480014323473068,,1.2478395741736754,,1.0076847714838688,,1.007454833667864,
9871892,23,g ɯ d͡ʒ e n,5,-17.56731557989134,-17.5667947681426,,,-14.61749184700327,,-14.657735297121354,,1.281298791538424,,1.2810607321907763,,1.019356759110327,,1.0184127138021122,
9871892,38,l e g a v,5,-18.119190425169464,-18.11782526767164,,,-25.71501109338958,,-25.332981685756884,,1.3881772381676205,,1.3877683698152172,,1.008863681612553,,1.0085537534032074,
9871892,60,k o ɾ i n,5,-15.0837144563174,-15.084146653915576,,,-13.072652771256037,,-13.096986467913933,,1.5004623909385104,,1.4998431857664714,,1.0494536476998977,,1.046913855195189,
9871892,25,t͡ʃ ø v e ʒ,5,-22.501198433327293,-22.494762186287776,,,-19.60154616634259,,-19.720161431862618,,1.1877047678623542,,1.187653908531909,,1.007255175976289,,1.0070775327862946,
9871892,22,n i ɾ o h,5,-16.181858470568148,-16.181978728765532,,,-20.449641425018715,,-20.406357405732297,,1.2804974089534673,,1.2802882607954402,,1.016507593530359,,1.015847513933592,
9871892,59,k u m y ɾ,5,-16.166729596387306,-16.16692676347536,,,-13.479655579943335,,-13.508482331190027,,1.3230272239563277,,1.3227231066743448,,1.022128398075403,,1.021137545740216,
9871892,4,z a ʒ u ʒ,5,-22.21296112594883,-22.20340787044259,,,-22.467527661364898,,-22.468435327208887,,1.3256708330824156,,1.3253873248250263,,1.0043869150779896,,1.0043743138247614,
9871892,46,b o v a n,5,-16.83581550168471,-16.83556859084803,,,-13.814124853759685,,-13.841845975944103,,1.4255332248977568,,1.4250378444168188,,1.0453074842543126,,1.042851145035386,
9871892,33,n u m ɯ s,5,-16.305931248897558,-16.306172903122384,,,-20.66468488363234,,-20.66177310337561,,1.2173321314639536,,1.2172245120444172,,1.0077581809890988,,1.0075488759046425,
9871892,24,m y d͡ʒ ɯ ʒ,5,-20.94834362998964,-20.943188731145337,,,-50.0,,-19.765604716524727,,1.2335333157803068,,1.2334082562856274,,1.0297916061850232,,1.0284411057530372,
9871892,34,ɫ a c ø c,5,-23.235335254641484,-23.222361748166204,,,-50.0,,-28.96719851740822,,1.2828819495149104,,1.2826763461817758,,1.0028718440034152,,1.002938782604458,
9871892,7,n ɯ m ɯ j,5,-16.47599478408919,-16.476186811958488,,,-22.39373489217684,,-22.38175273448392,,1.1966103780074966,,1.196542055220454,,1.0026502266538255,,1.0027197340448553,
9871892,81,m y ɾ a n,5,-14.762040699212914,-14.76245078122321,,,-11.737473004903014,,-11.76464541223868,,1.5705486452986173,,1.5698011900900524,,1.0909056910771144,,1.0860056224174448,
9871892,0,ɫ o t y j,5,-17.13637038757993,-17.136325718079306,,,-21.847842286805907,,-21.838930472337697,,1.1884962954554696,,1.1884444634754057,,1.0069809217299424,,1.0068236264270505,
9871892,1,v ɯ ʒ u ʒ,5,-23.911347823237456,-23.901418708801657,,,-50.0,,-27.172143925229605,,1.1161267190999808,,1.1162057460174144,,1.0002707972270364,,1.000474478028374,
9871892,0,h u h e c,5,-20.54912774061602,-20.542799196167927,,,-21.77039857112499,,-21.665991317549235,,1.2458994903446368,,1.2457482240849875,,1.009202924406593,,1.0089254532786238,
9871892,17,m y d͡ʒ e ʒ,5,-20.07648688346161,-20.071474180849844,,,-17.21604267519214,,-17.334930621591795,,1.2872685713504248,,1.2870457058049949,,1.0318759131224775,,1.030408550612966,
9871892,13,n ɯ l e ɾ,5,-16.520523019156673,-16.520058988335986,,,-22.578512005763056,,-22.1906184306061,,1.270537965228416,,1.2703174772901622,,1.016447580336092,,1.015654592290636,
9871892,11,ɫ o c ø c,5,-24.98342292134455,-24.970147838393853,,,-50.0,,-31.0797137750742,,1.0811921748182034,,1.081335515731949,,1.0021125667200912,,1.0022194540081912,
9871892,8,v ɯ c y c,5,-24.665725338666142,-24.65304225754281,,,-50.0,,-31.07494453895137,,1.0966099130891953,,1.0967247419175363,,1.0003360075302643,,1.000535606459207,
9871892,54,n e l e s,5,-16.133712940143006,-16.133302525569167,,,-22.309363966878458,,-21.94511758334053,,1.3421106100147846,,1.3417826732353673,,1.0138487784772976,,1.0132823171708598,
9871892,61,k a k ɯ ɾ,5,-13.852944181894014,-13.853584601147258,,,-12.144674325482123,,-12.165544970347293,,1.5676549113274147,,1.5669247348407982,,1.081113994281714,,1.076949339812567,
9871892,58,b i h a z,5,-16.349811613063217,-16.34971487371959,,,-13.978638446451834,,-14.016391150784171,,1.3901143932549385,,1.3896998755559016,,1.0281388334347332,,1.0267959716117114,
9871892,20,ɫ a ʒ a ʒ,5,-19.71086706006132,-19.70183522418124,,,-20.997350540187437,,-21.21655733327964,,1.4708414018303289,,1.4702934062511663,,1.003941564890843,,1.003940272651001,
9871892,17,b o ʒ e n,5,-19.35374659488108,-19.349055434536503,,,-15.678950482149968,,-15.781459798642668,,1.3107776347241384,,1.3104887340444304,,1.0214541287111476,,1.020406306928782,
9871892,12,b u ʒ o ʒ,5,-23.76539676955428,-23.75562413413951,,,-21.96391548170358,,-21.79262912069044,,1.1538250828724028,,1.1538408478098283,,1.007399882196474,,1.007226945611721,
9871892,10,b u ʃ ɯ z,5,-18.694443256827626,-18.69393328099018,,,-15.374699720473922,,-15.412193074961616,,1.228789864159734,,1.2286669214026904,,1.0123098572091858,,1.0118615371614068,
9871892,10,n ø t u j,5,-18.16927071091751,-18.16833793513471,,,-22.85152327554604,,-22.813072474048504,,1.1724206207819898,,1.1723948121172356,,1.0038089132465688,,1.0038168140055153,
9871892,6,ɟ y f ɯ t͡ʃ,5,-23.52101257891524,-23.501024179561043,,,-25.37166299204228,,-24.957736942410385,,1.1507777147848135,,1.1507931543712089,,1.0033263350439428,,1.0033620285817637,
9871892,13,ɟ e g o h,5,-22.32385648599314,-22.30415674674748,,,-50.0,,-29.10574748028316,,1.2145067608813798,,1.2144132380835384,,1.0014568108084176,,1.0015956377134012,
9871892,10,h i ʒ o ʃ,5,-20.809527385524937,-20.80438679765093,,,-21.758984629549012,,-21.594790011980702,,1.1730182993086722,,1.1729939503390143,,1.005756231853628,,1.0056643656940627,
9871892,9,l e l y j,5,-19.77255080858773,-19.77071758748036,,,-50.0,,-29.3209145608971,,1.2343400791144985,,1.2342095483700994,,1.003248067408103,,1.0032923638392548,
